Substance,Sector,EDGAR Country Code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
GWP_100_AR5_N2O,Buildings,BHS,Bahamas,0.000733314,0.000728703,0.000769723,0.000877898,0.00079874,0.000737329,0.001094892,0.001199247,0.001346967,0.001483882,0.001305819,0.000815391,0.000678448,0.000566787,0.001671398,0.001520657,0.00158537,0.001800996,0.001846683,0.002189445,0.002248755,0.002114088,0.001828418,0.001840429,0.001973701,0.002034968,0.002338516,0.002468152,0.003166344,0.002428231,0.001021249,0.001046262,0.000915473,0.000757894,0.000846925,0.000901719,0.000913309,0.001425927,0.000972972,0.001007348,0.001020411,0.000630314,0.00063815,0.000698971,0.000628119,0.000647523,0.000679436,0.000689174,0.0008733,0.001002141,0.000802363,0.000933379,0.000919267,0.000920959,0.000944224
GWP_100_AR5_N2O,Buildings,BIH,Bosnia and Herzegovina,0.015766382,0.015766382,0.010349063,0.00959614,0.01066203,0.011700633,0.011751706,0.01200798,0.011137196,0.009826824,0.008592321,0.009100126,0.01273167,0.01371316,0.013004027,0.012881878,0.011996487,0.011353794,0.010248618,0.011117783,0.026698383,0.026608464,0.023627432,0.021728309,0.009454999,0.009373984,0.008516419,0.010164067,0.009826802,0.009865886,0.010447426,0.010691898,0.010518983,0.013237201,0.013101698,0.013905535,0.013155834,0.013563892,0.014156597,0.010844769,0.011819333,0.012088607,0.01169274,0.014110359,0.022028074,0.027756257,0.027988501,0.023602873,0.061435362,0.061929559,0.067691629,0.066907871,0.071773322,0.068818542,0.06900257
GWP_100_AR5_N2O,Buildings,BLR,Belarus,0.320709505,0.320709505,0.336655139,0.351685488,0.36523701,0.396630767,0.406416166,0.415553854,0.424850816,0.433533518,0.451103107,0.454526838,0.457194519,0.460284196,0.468730655,0.467957873,0.467900798,0.470168484,0.469160154,0.467484188,0.370494751,0.397129891,0.36268013,0.355420302,0.241707995,0.219048737,0.212749534,0.204658485,0.198844975,0.186370887,0.232197162,0.217346869,0.212817405,0.216884677,0.226113354,0.246666606,0.266897415,0.275500466,0.293021106,0.231696708,0.227598877,0.241620489,0.241421222,0.224977893,0.223377873,0.209526477,0.207074518,0.235486789,0.247827729,0.237541644,0.232980198,0.245479572,0.251438126,0.244179414,0.245540772
GWP_100_AR5_N2O,Buildings,BLZ,Belize,0.000443739,0.000429774,0.000456941,0.000445165,0.000455026,0.000448091,0.000457708,0.000475883,0.000500705,0.000513914,0.000555866,0.00055926,0.000552148,0.000676547,0.00085896,0.000894032,0.0009463,0.000824141,0.000798422,0.000909522,0.001869637,0.00189815,0.001849105,0.001823378,0.001809816,0.001818917,0.001796551,0.001955872,0.002027064,0.001964305,0.00134547,0.001347808,0.00132275,0.001392853,0.001362628,0.001367572,0.001350323,0.001352257,0.001292541,0.001314091,0.001304985,0.001574138,0.001560569,0.001572875,0.001216047,0.00123668,0.001262958,0.001268335,0.001305408,0.001369085,0.001142505,0.001167586,0.001180522,0.001189839,0.001195962
GWP_100_AR5_N2O,Buildings,BMU,Bermuda,7.65225E-05,7.64582E-05,8.17136E-05,9.59463E-05,8.40002E-05,7.55071E-05,0.00012518,0.000139444,0.000159892,0.000179386,0.000152646,7.01924E-05,6.73193E-05,7.65372E-05,0.000318441,0.000313908,0.000307067,0.000462986,0.000546391,0.000694479,0.000433163,0.000400703,0.000305177,0.000335555,0.000326204,0.000293481,0.000317552,0.000344149,0.000408906,0.000336941,0.000104584,0.000101109,8.89591E-05,8.55056E-05,9.86498E-05,0.000120006,0.000118798,0.000180056,0.000129173,0.000145585,0.000165831,3.49568E-05,3.57042E-05,4.8247E-05,6.83039E-05,5.57095E-05,8.23928E-05,6.99951E-05,0.000130349,0.000135497,9.25039E-05,0.000107248,0.000111609,0.000798275,0.000802539
GWP_100_AR5_N2O,Buildings,BOL,Bolivia,0.007905448,0.007905448,0.00816507,0.008406943,0.008674081,0.008923899,0.009150509,0.009362298,0.009586469,0.00967095,0.029758982,0.036743684,0.038197312,0.045958412,0.045842738,0.046688126,0.045603699,0.032847364,0.036065498,0.034363236,0.031407223,0.037364387,0.03565544,0.029690589,0.029267362,0.028866118,0.026953175,0.025651814,0.024623474,0.023612089,0.088347109,0.085616045,0.081785564,0.082744004,0.084511751,0.082704697,0.086694027,0.085328004,0.080331741,0.076109538,0.073666701,0.073290297,0.072105166,0.072628768,0.072128114,0.065411301,0.061182907,0.059370775,0.071383437,0.077850554,0.06250216,0.082957459,0.092737921,0.09415634,0.097928851
GWP_100_AR5_N2O,Buildings,BRA,Brazil,1.246091981,1.246091981,1.293318574,1.340671005,1.354324681,1.364902718,1.395573472,1.411122341,1.367165596,1.457187715,1.538977724,1.487003678,1.434330893,1.457869959,1.491072869,1.574719012,1.511023399,1.618742285,1.635349456,1.662603835,1.504711982,1.540194983,1.559535303,1.627922716,1.679205051,1.735496237,1.793012885,1.854990976,1.797285276,1.850467995,1.799992862,1.940678586,1.958532943,1.993804111,2.003633039,1.994278218,2.010045571,2.090400331,2.280210427,2.213145282,2.286873301,2.12589539,2.191666851,2.167904309,2.263203727,2.295587389,2.230856736,2.400345776,2.390929716,2.424216792,2.462177145,2.481537782,2.545321253,2.687307474,2.692408848
GWP_100_AR5_N2O,Buildings,BRB,Barbados,0.000177885,0.000176868,0.000185668,0.000209326,0.000188929,0.000172032,0.000260295,0.000284133,0.000322083,0.000357269,0.000314419,0.000194243,0.000182377,0.000197941,0.000685775,0.000769104,0.000831681,0.000821003,0.000804891,0.00092274,0.00088762,0.000922268,0.000918828,0.000864084,0.000828397,0.000760455,0.000772734,0.000935364,0.001124094,0.000963347,0.000346365,0.000336266,0.000292371,0.000290112,0.00031706,0.000359716,0.000323523,0.000394958,0.000359355,0.000516238,0.000429694,0.000195971,0.000177461,0.000220637,0.000200123,0.000206521,0.000232699,0.000200069,0.000351557,0.000399409,0.000302666,0.000289795,0.000304125,0.000303127,0.000313042
GWP_100_AR5_N2O,Buildings,BRN,Brunei,0.000718402,0.000718402,0.000686599,0.0006548,0.000623002,0.000591199,0.000559401,0.000527598,0.0004958,0.000464002,0.000452853,0.000415423,0.000398728,0.000366925,0.000329495,0.000305831,0.000260183,0.000228385,0.00020472,0.000172922,0.000148088,0.000110652,8.70704E-05,5.91674E-05,6.74637E-05,4.48553E-05,4.58742E-05,0.000382182,4.60288E-05,4.60288E-05,4.15702E-05,3.57827E-05,3.50791E-05,3.60172E-05,3.66346E-05,3.79662E-05,4.33908E-05,5.90456E-05,0.000327365,0.000294359,5.28782E-05,5.06071E-05,5.30503E-05,0.000166947,0.00023179,0.000126635,0.000118974,0.000215412,0.000280645,0.000201049,0.000153459,4.49023E-05,4.124E-05,4.09948E-05,4.01647E-05
GWP_100_AR5_N2O,Buildings,BTN,Bhutan,0.011442892,0.011371227,0.011455639,0.01163241,0.011953827,0.011957236,0.012308063,0.012668569,0.013667557,0.014294709,0.014825055,0.015043505,0.015338707,0.0157054,0.015729488,0.016652887,0.016933124,0.016876906,0.017280133,0.01757662,0.031338277,0.031490807,0.031560833,0.031542471,0.031680971,0.037473241,0.037765176,0.038419969,0.039323004,0.039892974,0.040024554,0.040327046,0.041438831,0.042066168,0.04255352,0.042943823,0.043471791,0.044424441,0.044864861,0.045323688,0.046075317,0.046542275,0.047009319,0.053836939,0.054575898,0.054868001,0.05524191,0.055556661,0.0565195,0.05710937,0.057328519,0.058103087,0.059446874,0.059615229,0.059655621
GWP_100_AR5_N2O,Buildings,BWA,Botswana,0.007806086,0.007806086,0.008045649,0.008640482,0.008910779,0.009190622,0.009471521,0.00977256,0.010401768,0.01104158,0.011702591,0.019011759,0.019571441,0.019828048,0.021077989,0.02173123,0.02304027,0.021883348,0.02488341,0.02618269,0.022435167,0.023520926,0.025608792,0.026500543,0.026980469,0.026669703,0.026597247,0.027005217,0.027428315,0.028516612,0.027564316,0.03195482,0.031838803,0.031361925,0.023661006,0.023631036,0.024037827,0.024924046,0.024650592,0.024975622,0.025526231,0.025983391,0.026811808,0.027569809,0.028068492,0.028105976,0.028251295,0.028795644,0.02963425,0.029892047,0.030018036,0.030505773,0.030990884,0.031012783,0.031034658
GWP_100_AR5_N2O,Buildings,CAF,Central African Republic,0.025997381,0.026341089,0.02732037,0.028427562,0.029706123,0.031536721,0.032646082,0.033419105,0.034579583,0.035668516,0.036541893,0.037575418,0.039216779,0.04041625,0.043122049,0.044475722,0.045623309,0.046903748,0.046267434,0.046548304,0.046911971,0.047143201,0.048360964,0.047818813,0.0432569,0.0446938,0.038329236,0.038779062,0.038808035,0.030066972,0.029821194,0.029601612,0.029573144,0.029540488,0.029659555,0.030122473,0.029912493,0.033072563,0.032658154,0.03274233,0.033030465,0.032565755,0.032001437,0.031720514,0.031620362,0.03137325,0.031327602,0.031063676,0.030796293,0.030744557,0.030521116,0.029875594,0.030444113,0.086074881,0.086081908
GWP_100_AR5_N2O,Buildings,CAN,Canada,0.259499054,0.252662853,0.260439726,0.536690675,0.544991753,0.532772546,0.540181544,0.515981843,0.605902755,0.625073359,0.620813511,0.611416792,0.581503824,1.0012321,0.618071291,0.625858728,0.64073311,0.627709996,0.659584254,0.718518777,0.832645388,0.824172274,0.841117202,0.875889416,0.927712297,0.967818243,1.011962104,1.044995525,1.040791266,1.058556403,0.987305225,0.8686439,0.779483332,0.796315983,0.79805365,1.122562702,1.159677401,1.224765825,1.244381758,0.967181479,1.086770199,1.188117687,1.1315981,1.195299022,1.315722988,1.391025791,1.382188329,1.477387089,1.541302086,1.453165742,1.382766406,1.40275403,1.381450694,1.37813289,1.395211153
GWP_100_AR5_N2O,Buildings,CHE,Switzerland and Liechtenstein,0.066778529,0.068118064,0.067452575,0.073776028,0.064583617,0.066472679,0.07113828,0.070127768,0.070478928,0.06928819,0.070067663,0.064223894,0.062365184,0.066237937,0.067654643,0.074297157,0.074365475,0.072533277,0.0724629,0.071300375,0.06283836,0.0682737,0.067090705,0.058655279,0.054415996,0.057242204,0.062395011,0.056006837,0.058185187,0.092077284,0.052126472,0.054326419,0.052188871,0.05674949,0.054720826,0.056621327,0.05499922,0.050700263,0.056482857,0.060214099,0.064069581,0.052008129,0.057130009,0.059938267,0.049057548,0.052161413,0.054828264,0.052992396,0.049507883,0.049609406,0.047868862,0.054022862,0.044391381,0.045184644,0.045060732
GWP_100_AR5_N2O,Buildings,CHL,Chile,0.057474707,0.057474707,0.056257528,0.054676224,0.054581188,0.055197844,0.056179965,0.057230841,0.057804988,0.058501083,0.059321811,0.060368152,0.061339061,0.06389311,0.066853482,0.069932473,0.073738407,0.076923868,0.080814792,0.084901706,0.090373041,0.095565466,0.09968952,0.104000646,0.110079473,0.115449367,0.122148259,0.128782997,0.126519632,0.129090431,0.130335263,0.132343635,0.133217179,0.132791662,0.135106314,0.128197613,0.128733104,0.129881895,0.131152837,0.131924434,0.140734302,0.150838825,0.163632827,0.164864911,0.084948693,0.079902088,0.084144347,0.11661971,0.125014636,0.124896248,0.110179983,0.110427029,0.118965541,0.153373374,0.155586454
GWP_100_AR5_N2O,Buildings,CHN,China,9.275295562,9.275295562,9.736325197,10.1951837,10.541293,10.87421707,11.09314907,11.50721147,12.03630114,12.22170714,11.86680685,11.91237997,11.90295464,12.08934587,12.3946557,12.12138928,12.44555965,12.7956876,13.13713793,13.4155574,15.04566664,15.29148974,15.33554417,15.76898638,15.63738251,16.17825629,13.81337503,16.2358,16.70967599,17.3635232,12.16775155,11.96762467,12.13421565,12.34885602,12.6225627,13.00325274,13.17213322,12.10207758,11.06245993,10.81073602,10.61871681,10.49521534,10.40454413,10.41725345,10.46176683,10.4079456,10.14669037,10.19172761,9.63213902,9.249766081,8.981650634,9.196183855,9.036648201,8.745905222,8.68574868
GWP_100_AR5_N2O,Buildings,CIV,Côte d’Ivoire,0.047463341,0.047463341,0.050164383,0.049567483,0.052325914,0.054498295,0.059103702,0.062751458,0.065817937,0.068580866,0.071219733,0.072438742,0.072664682,0.072383287,0.07284954,0.075058388,0.078430398,0.082753586,0.085931828,0.08785488,0.090085523,0.093419259,0.095332608,0.097528357,0.099634155,0.104633536,0.107192865,0.112489198,0.111033314,0.120808573,0.122474125,0.1223982,0.123086497,0.122284259,0.160567474,0.16360623,0.166390331,0.177308787,0.171433088,0.163314163,0.180986578,0.208182186,0.221828509,0.229221995,0.234691741,0.188958736,0.183731262,0.197153899,0.165163934,0.176565817,0.182599312,0.220165829,0.232260584,0.231289827,0.232757095
GWP_100_AR5_N2O,Buildings,CMR,Cameroon,0.09863415,0.09863415,0.100518522,0.10268454,0.1050321,0.10747777,0.110258792,0.113522068,0.116865423,0.120194284,0.123244465,0.126288694,0.129463941,0.132809319,0.136323277,0.140010777,0.143741705,0.147695642,0.150539172,0.156018048,0.159219146,0.163867045,0.167902167,0.172702069,0.178997243,0.184173139,0.189394424,0.194916857,0.20035746,0.205407467,0.21016253,0.214535224,0.227804608,0.23413055,0.240504289,0.246997763,0.21179235,0.175789543,0.179406395,0.186575795,0.1864113,0.194777184,0.203133682,0.211496118,0.219874846,0.229388888,0.236353303,0.243154736,0.249980023,0.257008032,0.264074849,0.271132891,0.278270701,0.280407128,0.280420611
GWP_100_AR5_N2O,Buildings,COD,Democratic Republic of the Congo,0.185410627,0.185410627,0.190503739,0.195856778,0.201349421,0.20689612,0.212817202,0.219512293,0.226216614,0.233751557,0.241571513,0.249364561,0.255964435,0.266065581,0.274459053,0.283141829,0.291656976,0.301973285,0.31238987,0.322567362,0.332469151,0.342107254,0.352836478,0.364088878,0.375518972,0.38710181,0.399451749,0.41219525,0.4256913,0.438101248,0.443927415,0.461029795,0.477163313,0.493862564,0.511118007,0.529081793,0.547588611,0.566158139,0.585396947,0.605370921,0.60677279,0.637782102,0.461758398,0.539825776,0.632197581,0.654459201,0.677251352,0.800882347,0.683410548,0.692379592,0.795534515,0.875087748,0.887170653,0.899487762,0.899489729
GWP_100_AR5_N2O,Buildings,COG,Congo,0.009529108,0.009529108,0.009754113,0.009984876,0.010229151,0.010493064,0.010687931,0.0108875,0.011079498,0.011282096,0.011497411,0.011718632,0.011965639,0.012238175,0.012506834,0.012800011,0.013107095,0.013423854,0.013763478,0.014111386,0.014469033,0.014849085,0.01521203,0.015549989,0.015001206,0.014401264,0.015022067,0.015119691,0.014878548,0.013915261,0.009314276,0.010289786,0.01153591,0.012810629,0.013937103,0.015371932,0.02739572,0.018354258,0.020100179,0.021874137,0.023748547,0.042515981,0.044855681,0.045961207,0.047062473,0.046757797,0.048384798,0.050055569,0.050763301,0.051482549,0.052189433,0.052954102,0.053728515,0.054562292,0.054564021
GWP_100_AR5_N2O,Buildings,COK,Cook Islands,2.22634E-05,2.22634E-05,2.07304E-05,2.64365E-05,3.62383E-05,2.2917E-05,2.09702E-05,1.53663E-05,1.89439E-05,1.90381E-05,4.84875E-05,9.00739E-05,9.41845E-05,9.10211E-05,7.58385E-05,9.19532E-05,0.000127812,0.000127856,0.000134193,0.000132169,0.000135489,9.46628E-05,0.000149515,0.000144383,0.000145188,0.000147892,0.000144042,0.000179697,0.000176194,0.000172761,4.19236E-05,3.95495E-05,1.96517E-05,1.66128E-05,2.54151E-05,2.74343E-05,2.8588E-05,0.000182888,0.000186334,0.000149237,0.00019287,0.000201741,0.000197711,0.000214389,0.000220283,0.000184062,0.000198436,0.000190374,0.000189081,0.000190122,0.00013686,0.000152714,0.000170407,0.000169624,0.000177381
GWP_100_AR5_N2O,Buildings,COL,Colombia,0.21556115,0.21556115,0.168892735,0.161517016,0.176165002,0.22448617,0.223989053,0.232056387,0.239451634,0.242544919,0.246950069,0.249149291,0.254478996,0.245312575,0.248896696,0.254259618,0.264298115,0.270435846,0.283725102,0.289335145,0.289220989,0.279698738,0.273275874,0.27792402,0.301446265,0.311378747,0.324554039,0.262185963,0.262037652,0.253740468,0.251102186,0.243638895,0.243875931,0.264453401,0.231602382,0.228468185,0.244405458,0.250643774,0.267664067,0.324874662,0.321908053,0.375978779,0.397327421,0.201330771,0.197882017,0.187797962,0.176240809,0.14441899,0.152056671,0.148819296,0.162405412,0.150791799,0.123416219,0.127655673,0.127779068
GWP_100_AR5_N2O,Buildings,COM,Comoros,0.000906194,0.000902748,0.000941313,0.000969911,0.000973647,0.001116391,0.001269197,0.001324311,0.001407906,0.001475719,0.001525723,0.00153797,0.001645298,0.001714478,0.001772647,0.00184079,0.001849414,0.00204075,0.001960517,0.002073466,0.00256743,0.002697198,0.002727351,0.002789962,0.002850006,0.003086291,0.00315609,0.003215606,0.003304233,0.003564676,0.003712212,0.003735463,0.003839002,0.004005233,0.004164038,0.004301183,0.004387329,0.004429919,0.004467851,0.004634609,0.004791549,0.004836217,0.004873666,0.004997059,0.005122483,0.005223626,0.005378803,0.005575117,0.005460943,0.005585958,0.00573521,0.005897713,0.006137487,0.006268005,0.00628006
GWP_100_AR5_N2O,Buildings,CPV,Cabo Verde,0.001330406,0.001370074,0.001412896,0.001423257,0.001457133,0.001681216,0.001693574,0.001736422,0.001861959,0.001985186,0.001944986,0.001627412,0.001593588,0.001659333,0.001809021,0.00182031,0.001516339,0.001578085,0.001478703,0.001540084,0.001937605,0.002059264,0.002101689,0.00213271,0.002224635,0.002356176,0.00240696,0.002462883,0.002482637,0.002680558,0.003120403,0.003709284,0.003776798,0.003382282,0.003490633,0.003817832,0.003779637,0.003917686,0.003545212,0.003541159,0.003514202,0.003703935,0.003466702,0.003442747,0.003747602,0.003848704,0.003999975,0.004214372,0.003725953,0.003721228,0.003415532,0.003909461,0.004042591,0.004032723,0.004072535
GWP_100_AR5_N2O,Buildings,CRI,Costa Rica,0.004725336,0.004725336,0.004841068,0.004959982,0.00505675,0.005182024,0.00533561,0.005467892,0.005618345,0.005762672,0.00588977,0.00598949,0.006133812,0.006310765,0.006501256,0.006667936,0.006844092,0.007017521,0.007187168,0.0097516,0.009979057,0.017680519,0.01762862,0.022518032,0.023194646,0.02421469,0.027873737,0.024603346,0.024725653,0.028691519,0.037489998,0.042185175,0.036055545,0.036749337,0.022131098,0.026528214,0.029491714,0.025165685,0.023108865,0.02043348,0.021546105,0.021440766,0.021119045,0.020843115,0.019718547,0.019796031,0.017863074,0.018311551,0.01545907,0.014286011,0.013967729,0.015738359,0.015860124,0.007887225,0.008065352
GWP_100_AR5_N2O,Buildings,CUB,Cuba,0.075062789,0.075062789,0.078154725,0.084580005,0.086477013,0.095077189,0.098637116,0.102167536,0.10472661,0.106834087,0.11162608,0.119309682,0.119579311,0.113336851,0.122674042,0.14098415,0.134096138,0.129754012,0.140868385,0.161458729,0.147925613,0.127409997,0.117793018,0.094944897,0.105250195,0.097353123,0.10970504,0.11020393,0.103691369,0.104986087,0.088369929,0.081107633,0.065322595,0.056737183,0.067304735,0.066017294,0.059804517,0.057721276,0.056659718,0.050963596,0.045291485,0.04394177,0.045232119,0.045806826,0.049328485,0.051503726,0.051668858,0.05015568,0.048113057,0.038541407,0.034139563,0.02991347,0.02797283,0.028100744,0.029063956
GWP_100_AR5_N2O,Buildings,CYM,Cayman Islands,1.40963E-05,1.50904E-05,1.72029E-05,2.14617E-05,1.98948E-05,1.88768E-05,3.29422E-05,3.85306E-05,4.62846E-05,5.4288E-05,4.8204E-05,2.6588E-05,2.5966E-05,2.99943E-05,0.000137106,0.000143501,0.00015841,0.000176147,0.000201586,0.000211125,0.000197604,0.000200285,0.000197642,0.000180334,0.000208341,0.000195378,0.00020566,0.000222919,0.000264864,0.000218251,9.17377E-05,8.88598E-05,7.6857E-05,7.53318E-05,7.9639E-05,9.47357E-05,8.41756E-05,0.000133251,0.000103119,0.000135289,0.000132828,4.62217E-05,3.86911E-05,5.30711E-05,5.85083E-05,6.08735E-05,6.97984E-05,6.91823E-05,0.000134206,0.000175486,0.000141484,0.000136212,0.000154685,0.000154802,0.000160724
GWP_100_AR5_N2O,Buildings,CYP,Cyprus,0.000443818,0.000443818,0.000447475,0.000443076,0.00020071,0.000283654,0.000363948,0.000358331,0.000362096,0.00038075,0.000302682,0.000278405,0.000282062,0.000273902,0.000312223,0.000311904,0.000313123,0.000319851,0.000305488,0.000304269,0.000331337,0.000304837,0.000345058,0.000332019,0.000385433,0.000507313,0.000561977,0.000507198,0.000537946,0.000522516,0.000479493,0.000481614,0.000590554,0.000588147,0.00056524,0.009920099,0.01030566,0.010308717,0.00886165,0.008118528,0.007446459,0.008581967,0.008279964,0.008054294,0.007242147,0.008635213,0.008296463,0.008890054,0.008221674,0.008859077,0.009393887,0.008930852,0.008564321,0.007499459,0.007668275
GWP_100_AR5_N2O,Buildings,CZE,Czechia,0.278732872,0.278732872,0.273254105,0.273991098,0.264663986,0.326557255,0.340218409,0.364151789,0.378726459,0.395254872,0.368776585,0.364178589,0.320201303,0.330691297,0.328823347,0.33753223,0.341700781,0.357882377,0.372478543,0.342980709,0.298156844,0.304591805,0.2861115,0.302589393,0.289692911,0.336270292,0.204166043,0.165453228,0.159147737,0.190537704,0.19388193,0.190935623,0.179801985,0.18116231,0.186922805,0.178252086,0.180272347,0.177316468,0.18475194,0.187219751,0.194147801,0.19567928,0.200238871,0.204068507,0.201482694,0.203164205,0.204589815,0.206279368,0.207524047,0.212305449,0.21358202,0.215604497,0.207824158,0.191429441,0.194182534
GWP_100_AR5_N2O,Buildings,DEU,Germany,1.237613653,1.182667176,1.187119765,1.201738007,1.138615681,1.122012542,1.145639735,1.112029537,1.100579232,1.145628552,1.413777348,1.402450972,1.339255853,1.318999411,1.372359574,1.421821406,1.450740459,1.406680269,1.38059269,1.30585731,1.281372226,1.204493399,1.141832556,0.990752357,0.964946284,0.936297819,0.972500097,1.013831578,1.011938033,0.422210487,0.422889565,0.454698986,0.429002946,0.473448756,0.458981746,0.453783183,0.508949361,0.452489865,0.557803163,0.504020118,0.578900548,0.498521257,0.561910699,0.614130735,0.509388882,0.519274692,0.507562053,0.499019944,1.06908513,1.084277735,1.072933857,1.114032003,1.113758743,1.036784303,1.043489931
GWP_100_AR5_N2O,Buildings,DJI,Djibouti,0.001426642,0.001471821,0.001491785,0.001570955,0.001716279,0.002633999,0.002612884,0.002845759,0.003585042,0.004346241,0.004705122,0.002897534,0.004427849,0.004289411,0.00417136,0.00429488,0.004384522,0.004876295,0.003218929,0.004136314,0.007537895,0.008715144,0.008099757,0.007856471,0.008064209,0.008338316,0.007955079,0.007892902,0.007144838,0.007468738,0.006570766,0.006572425,0.006691556,0.006859372,0.007014137,0.006933363,0.006822133,0.006950333,0.006755785,0.006802386,0.006942051,0.006826549,0.006979295,0.007083615,0.006451054,0.006476351,0.006466731,0.006585739,0.007191083,0.007353189,0.007284632,0.007222907,0.007403176,0.007505978,0.007525052
GWP_100_AR5_N2O,Buildings,DMA,Dominica,7.29346E-05,7.05942E-05,6.79805E-05,6.95325E-05,7.20601E-05,6.82605E-05,6.63289E-05,6.66729E-05,6.71301E-05,6.94471E-05,7.21361E-05,7.3206E-05,6.96041E-05,6.30086E-05,8.10318E-05,8.39412E-05,8.01894E-05,8.24024E-05,8.76841E-05,9.32251E-05,0.000152604,0.000151667,0.00015041,0.000145878,0.000157037,0.000157629,0.000159762,0.000169211,0.000180264,0.000167493,0.000111662,0.000113363,0.000105836,0.000112458,0.000115548,0.000116894,0.000106185,0.000120039,0.00010488,0.000113026,0.000112882,0.00010919,0.000107888,0.000109868,9.05517E-05,9.25547E-05,9.60298E-05,9.30457E-05,0.000105375,0.000113396,9.6215E-05,9.76141E-05,9.92771E-05,9.92226E-05,0.000100546
GWP_100_AR5_N2O,Buildings,DNK,Denmark,0.211115773,0.21283007,0.211878579,0.284682079,0.233522195,0.262280314,0.308336971,0.308812903,0.309069377,0.345588235,0.287908831,0.257794343,0.240370409,0.231507527,0.202662614,0.126129706,0.125002965,0.124792165,0.120719703,0.117135423,0.12500422,0.130330275,0.132546982,0.132249526,0.128811625,0.129950941,0.137240268,0.140993536,0.134197914,0.139153974,0.141628358,0.141039994,0.143257406,0.144326038,0.140702807,0.140936295,0.148237465,0.149564926,0.157094828,0.161760624,0.165779146,0.158002449,0.152991818,0.152237546,0.145421334,0.154288201,0.156462858,0.145710313,0.144499025,0.134928499,0.129759276,0.128048537,0.131324133,0.131004649,0.13247095
GWP_100_AR5_N2O,Buildings,DOM,Dominican Republic,0.020476992,0.020476992,0.02064017,0.019852682,0.019934078,0.020101751,0.021281836,0.022099388,0.023206186,0.023422757,0.023981339,0.024794136,0.026227169,0.02575302,0.025318449,0.025269443,0.02456673,0.02451745,0.025092252,0.026588405,0.027957156,0.0268357,0.029576101,0.028056823,0.030318847,0.03117654,0.033365995,0.036216933,0.029189247,0.029950919,0.032894093,0.036957658,0.038078767,0.034705938,0.036457685,0.040252397,0.043031563,0.041902485,0.03826827,0.0386147,0.039360264,0.036423655,0.037464964,0.037802532,0.034493211,0.039405731,0.041988377,0.040578062,0.042683342,0.046263171,0.043039634,0.046406168,0.044941437,0.044998294,0.045911461
GWP_100_AR5_N2O,Buildings,DZA,Algeria,0.036166682,0.036166682,0.041331769,0.047571124,0.051348557,0.060541616,0.070645137,0.074624635,0.083643539,0.093688626,0.094799558,0.103652907,0.110239996,0.114598086,0.114926078,0.002827876,0.003204978,0.003393723,0.003434012,0.003509201,0.003431234,0.00369153,0.003829348,0.004271124,0.0042618,0.004258422,0.0043283,0.004349905,0.004699322,0.004903061,0.00501478,0.005096565,0.005556284,0.005736779,0.006112394,0.006788206,0.00655361,0.007305801,0.007070719,0.021680651,0.019521442,0.020860022,0.018636147,0.021361394,0.017893422,0.019513637,0.017992989,0.019486105,0.023463614,0.026790682,0.02451038,0.021335927,0.023416516,0.022405256,0.022134528
GWP_100_AR5_N2O,Buildings,ECU,Ecuador,0.068265531,0.068265531,0.068159685,0.071547159,0.076967279,0.080191752,0.082891185,0.085516452,0.087027481,0.06932671,0.069137265,0.071966479,0.079776227,0.074961316,0.085855594,0.089596781,0.091324442,0.097792395,0.098833636,0.098402405,0.030531325,0.031543573,0.023035044,0.022454107,0.022390894,0.023530961,0.023421909,0.022113329,0.020696197,0.018762324,0.020455908,0.021825078,0.02035158,0.0206674,0.020787274,0.021242024,0.021257094,0.034585115,0.035437953,0.024399764,0.0211386,0.021817744,0.021829308,0.021261126,0.02082571,0.029937514,0.086195197,0.090473661,0.017852484,0.017117092,0.015162605,0.014514553,0.014487779,0.014937331,0.015146083
GWP_100_AR5_N2O,Buildings,EGY,Egypt,0.030397452,0.030397452,0.03213838,0.031708261,0.032901519,0.032921281,0.034236691,0.034340467,0.035087444,0.037046823,0.03814777,0.041819409,0.044232298,0.047095575,0.049596249,0.048915569,0.049594874,0.042852851,0.043100861,0.043646275,0.043800955,0.043170467,0.042872918,0.040933875,0.040677048,0.040812217,0.040634008,0.042022174,0.041898988,0.041173799,0.041530891,0.041230515,0.041443726,0.04034054,0.262667601,0.573834083,0.601786965,0.652529022,0.67958607,0.718787813,0.729867072,0.749408255,0.744951566,0.302079155,0.310659291,0.31226697,0.325142664,0.316005324,0.315521299,0.294807463,0.296797969,0.327223234,0.318613795,0.321022593,0.338822139
